,artist,title,label,lyrics
1503,Metric,Monster Hospital,angry,"Monster hospital, can you please release me? 
You hold my hands down, I've been bad. 
You hold my arms down, I've been bad. 
I've been bad, I've been bad. 
I fought the war but the war won



Monster movie, Daddy Warbucks up against Bobby Fuller

And he beat him hands down

Lead in the head

Put a little lead in his head. 



I fought the war but the war won't stop for the love of god. 

I fought the war but the war won"
1504,The Used,Blue And Yellow,sad,"and it's all in how you mix the two
and it starts just where the light exists
it's a feeling that you cannot miss
and it burns a hole through everyone that feels it 
well you're never gonna find it

if you're looking for it 

won't come your way

well you'll never find it

if you're looking for it



should've done something but I've done it enough

by the way your hands were shaking

rather waste some time with you 



and you never would have thought in the end

how amazing it feels just to live again

it's a feeling that you cannot miss

it burns a hole through everyone that feels it 



well you're never gonna find it

if you're looking for it 

won't come your way

well you'll never find it

if you're looking for it



should've done something but I've done it enough

by the way your hands were shaking

rather waste some time with you 



should've said something but I've said it enough

by the way my words were faded

rather waste some time with you



should've done something but I've done it enough

by the way your hands were shaking

rather waste my time with you 



should've said something but I've said it enough

by the way my words were faded

rather waste my time with you



should've done something but I've done it enough

by the way your hands were shaking

rather waste some time with you 



waste some time with you...[ad libs]"
1505,Lucinda Williams,Kiss Like Your Kiss,happy,"There'll never be a spring so perfect again
You'll never see a yellow so rich
The grass will never be quite as green
And there'll never be a kiss like your kiss.
There will never be a summer so complete

You'll never see a palette like this

The berries will never taste as sweet

There'll never be a kiss like your kiss



There will never be an autumn so vivid and warm

So red, so golden, so crisp

You'll never see a color in aubergine

There'll never be a kiss like your kiss.



There'll never be a winter quite so true

When the sky was painted with gifts

There'll never be a moon so full & blue

There'll never be a kiss like your kiss



There'll never be a kiss like your kiss..."
1506,Waka Flocka Flame,Bang ,sad,"Pow, pow, pow, pow, pow
Lex
Lex we in this bitch throwing gang sign, bang
Brick, brick, brick, brick, brick
Bricksquad bricksquad


[Chorus: x4]

Bang! Bang! Bang! Bang! Bang!

We in this bitch throwin' gang signs, man



B-L-Double O-D, right-side flag

Nigga know me, I'm green flag

Bitch, that's Grove Street

Squeeze on my trigger till my gun OD

Ride on my enemies, nigga just in to me

Niggas ain't have ?

Hundred grand chain, you ain't ? like me

All the ?

Got a gun seat behind me like my name Jay-Z

Can't no nigga blame me

Up? like some rabies

Got the hood life, I crazy

I'll paint your whole town red (Soo Woo)

Make your little brother scream Soo Woo (Soo Woo)

Make your little sister scream Soo Woo (Soo Woo)

Me and YG Hootie-Hoo (Boppin!)

Frenchie, Juice, Man, Guc' (Ooh)

Bet them boys gon' shoot (Bow! Bow! Bow!)

Sling a cap in Kebo

Gon' shoot for Freak 'em Free Throws

Free my nigga T-bone (T-Bone!)

I punch a nigga like I'm D-bow (Bow! Bow! Bow!)

Waka Flocka Flame, pussy nigga what's bangin'? (Bow! Bow! Bow!)

In the club throwin' up signs, right hangin' (Flocka!)



[Chorus: x4]



Ride on my enemies, throw 'em off in the C

Know a lot of niggas really dream about gettin' me

Ride on with niggas with the West Side, though

I ain't fuckin' with you if you actin' all 50

? in Tennessee

Keep me a mini choppa, flamed up

Me and Flocka West Side

My casa, I run

My house, my turf like the ?

West side fuckin' with the Down South

Red flags all at my shows

Used to kill, now we all about dope

Buy whips, put 'em all on fo's

Still kill, but it's all about dope

Get tricky, so play by the rules

Look, homie ?

Flip that pack, still grind some mo'

I love my hood and I love ?

I feed my hood with a spoon and fork

Fuck with me, you won't eat. Let's go!

Go against me, I'mma slit your throat

Get a rap check, but weed, buy coke

I make shit pop and ?

I'm the king around here

That's how shit go, nigga



[Chorus: x4]



Nigga, hold up, don't act like you know me

Just cause you Blood don't make you my homie

Fuck with you ? and clique probably phony

Real ? shit,nigga, you can call me Tony

Nigga, I'm a shooter. Gon' get your ass shot

Y shoot for Guc', guns shoot for Flock

Nigga I'mma bang roulette till ?

Wrong gang sign, nigga, palm that back

Whole clique goons, don't know how to act

? got the ?, Ted got the mac

Pussy nigga swung when I turned my back

Hold on, DJ bring that back

Pussy nigga swung when I turned my back

Shit, yeah, I told that nigga hold that

Knocked out his front seat, his ass come back

Don't check ?

Natural born shooter, I'm the club party pooper

Yes, sir, I'm the Dunkin'

But, nah, I ain't a Hoover

Natural born shooter, I'm the club party pooper

Yes, sir, I'm the Dunkin'

But, nah, I ain't a Hoover



[Chorus: x4]"
1507,Randy Newman,It's Money That I Love,happy,"I don't love the mountains
And I don't love the sea
And I don't love Jesus
He never done a thing for me
I ain't pretty like my sister
Or smart like my dad

Or good like my mama



It's Money That I Love

It's Money That I Love



They say that money

Can't buy love in this world

But it'll get you a half-pound of cocaine

And a sixteen-year old girl

And a great big long limousine

On a hot September night

Now that may not be love

But it is all right



One, two

It's Money That I Love

Wanna kiss you

Three, four

It's Money That I Love



Used to worry about the poor

But I don't worry anymore

Used to worry about the black man

Now I don't worry about the black man

Used to worry about the starving children of India

You know what I say now about the starving children of India?

I say, ""Oh mama""



It's Money That I Love

It's Money That I Love

It's Money That I Love"
1508,Korn,Blind,sad,"Are you ready?! 
This place inside my mind, a place I like to hide 
You don't know the chances. What if I should die?! 
A place inside my brain, another kind of pain 
You don't know the chances. I'm so blind! 



Another place I find to escape the pain inside 

You don't know the chances. What if I should die?! 

A place inside my brain, another kind of pain 

You don't know the chances. I'm so blind! 



Deeper and deeper and deeper as I journey to 

live a life that seems to be a lost reality 

that can never find a way to reach. 

My inner selfesteem is low. 

How deep can I go in the ground that I lay? 

If I don't find a way to see through the gray that clouds my mind.

This time I look to see what's between the lines!



I can see, I can see, I'm going blind... 

I'm blind"
1509,Mastodon,Colony Of Birchmen,sad,"This forest is growing faster than I can tell
Cell structure eats away at a massive swell
Seems however I'm a victim of circumstance
Hunt for ogres and dwarves
Lion slicer
Run with death

Run with death

White faces coming closer with every step

Earth envelopes taking breath without happenstance

Carve my teeth out ripping through the sheep's head curse

Hunter gatherer

Ridden from the cave

Run with death

Run with death

Gone away

My heart's gone away

Taking everything

My heart's gone away

Take it now

Hunt for ogres and dwarves

Lion slicer

Run with death

Run with death

Gone away

My heart's gone away

Taking everything

My heart's gone away

Take it now"
1510,Anita Baker,Lead Me Into Love,happy,"(Steve Lane & Larry Prentiss)
We may never understand
If love just happens or it's planned
We must believe our spirits know somehow
Baby, we can't stop the falling we feel now oooh



New emotions overflow

And now this heartbeat wants control oooh baby

If the love was meant to be so strong

Something close to magic's coming on



Take my heart and lead me into love

Light the way for me

Without your touch, I cannot see

Lead me into love 

I'm deep in the miracle of you oooh"
1511,Jaill,The Stroller,angry,"There's cracks in the structure I swear baby get out
tire tracks in the basement to what you might fall
You didn't try cashin' in
That's not my fault

Where are the beggars when I need to look good?

I sure don't want my life as a stroller

and I wouldn't put my life in the hands of a stranger



When you panic

Do you count to ten

When you're surrounded

Do you hold your breath



When you panic

Do you count to ten

When you're surrounded

Do you hold your breath



I sure don't want my life as a stroller

and I wouldn't put my life in the hands of a stranger



When you panic

Do you count to ten

When you're surrounded

Do you hold your breath



When you panic

Do you count to ten

When you're surrounded

Do you hold your breath"
1512,Cut Copy,Hearts On Fire,angry,"There's something in the air tonight
A feeling that you have that could change your life
There's something burning up inside


I reach out for you and our hearts collide







With hearts on fire I reach out to you tonight



With hearts on fire I reach out to you tonight



Hearts on fire I reach out to you tonight



With hearts on fire I reach out to you tonight







With hearts on fire I reach out to you tonight (x4)







I've been searching for a love alive



Drowning in the silence as we walk the night



Your hand is out and brushes mine



A moment that is frozen as we hang in time







With hearts on fire I reach out to you tonight



With hearts on fire I reach out to you tonight



Hearts on fire I reach out to you tonight



With hearts on fire I reach out to you tonight







With hearts on fire I reach out to you tonight (x4)"
1513,Fleetwood Mac,Showbiz Blues,relaxed,"3 ContributorsShow-Biz Blues Lyrics[Intro]
Tell me anybody
Now do you really give a damn for me
I said tell me anybody
Do you really give a damn for me

[Chorus 1]
Oh because I just got to tell you
About a thing that's bothering me
I was a rambling pony
I would roll, I would roll
I would roll from town to town
I was a rambling pony
I would roll from town to town

[Bridge]
Yes just looking for a sweet woman
And making my love come on down

[Chorus 2]
If I need anybody
Baby I would take you home with me
If I need anybody
Baby I would take you, Baby I would take you
Baby I would take you home with me
Whoa but I don't need nobody
I don't anybody but him and me
You might also like[Chorus 3]
And you're sitting there so green
Believe me man I'm just the same as you
I said you're sitting there so green
Believe me man I'm just the same as you
You want me to make a last cry I'll be satisfied
And that's exactly what I mean to do1Embed
[Intro]
Tell me anybody
Now do you really give a damn for me
I said tell me anybody
Do you really give a damn for me

[Chorus 1]
Oh because I just got to tell you
About a thing that's bothering me
I was a rambling pony
I would roll, I would roll
I would roll from town to town
I was a rambling pony
I would roll from town to town

[Bridge]
Yes just looking for a sweet woman
And making my love come on down

[Chorus 2]
If I need anybody
Baby I would take you home with me
If I need anybody
Baby I would take you, Baby I would take you
Baby I would take you home with me
Whoa but I don't need nobody
I don't anybody but him and me

[Chorus 3]
And you're sitting there so green
Believe me man I'm just the same as you
I said you're sitting there so green
Believe me man I'm just the same as you
You want me to make a last cry I'll be satisfied
And that's exactly what I mean to do"
1514,Massive Attack,Angel,happy,"You are my angel
Come from way above
To bring me love
Her eyes
She's on the dark side

Neutralize

Every man in sight



To love you, love you, love you ... 



You are my angel

Come from way above



To love you, love you, love you ..."
1515,The Cardigans,Carnival,happy,"will never know
'Cause you will never show
Come on and love me now
Come on and love me now
Carnival came by my town today

Bright lights from giantwheels

Fall on the alleyways

And I'm here

By my door

Waiting for you



I will never know

'Cause you will never show

Come on and love me now

Come on and love me now



I here sounds of lovers

Barrel organs, mothers

I would like to take you

Down there

Just to make you mine

In a merry-go-round"
1516,Women,Locust Valley,sad,"Haven't the word
and hands are tied
they're leaving you
the cheap confusion
pulls through
Enter the mirror

the grays appear

discard the reel

she's making me

seem unkind (unkind)



Listen too long

so play along

one seldom viewed

policing, I'm told ""jut out""

Shooting the breeze

and see her now

confide in you

two images bound and cut (and cut)



Something angled in the dirt

You don't walk for an hour



First offense it has been shot

lost your footing

hopeless now

Covered metal on the wall

you can lend another skin

Twice now fixed on such a mess

subtle green and send it back

Precious ornament to crack

it's an overwhelming lie



First offense it has been shot

lost your footing

hopeless now

Covered metal on the wall

you can lend another skin

Twice now fixed on such a mess

subtle green and send it back

Precious ornament to crack

it's an overwhelming lie"
1517,The Flamingos,I'll Be Home,relaxed,"5 ContributorsI’ll Be Home LyricsI'll be home, my darling
Please wait for me
(Wait for me)
We'll stroll along together
Once more our love will be free

At the corner drugstore
Each Saturday we would meet
(We would meet)
I'd walk you home in the moonlight
All of these things we'll repeat

So darling, as I write this letter
Here's hoping you're thinking of me
My time's about up
So long until I'll be home to start serving you

I'll be home, my darling
Please wait for me
(Wait for me)
We'll stroll along together
All of these things we'll repeat

So, darling, as I write this letter
Here's hoping, here's hoping you're thinking of me
Because my time's about up, doll
So long until I'll be home to start serving you
You might also likeI'll be home, my darling
Please wait for me
(Wait for me)
We'll stroll along together
Once more our love will be freeEmbed
I'll be home, my darling
Please wait for me
(Wait for me)
We'll stroll along together
Once more our love will be free

At the corner drugstore
Each Saturday we would meet
(We would meet)
I'd walk you home in the moonlight
All of these things we'll repeat

So darling, as I write this letter
Here's hoping you're thinking of me
My time's about up
So long until I'll be home to start serving you

I'll be home, my darling
Please wait for me
(Wait for me)
We'll stroll along together
All of these things we'll repeat

So, darling, as I write this letter
Here's hoping, here's hoping you're thinking of me
Because my time's about up, doll
So long until I'll be home to start serving you

I'll be home, my darling
Please wait for me
(Wait for me)
We'll stroll along together
Once more our love will be free"
1518,John Mayer,Perfectly Lonely,sad,"Had a little love, but I spread it thin
Falling in her arms and out again
Made a bed made for my game round town
Tore out my heart, and shut it down.
Nothing to do, nowhere to be.

I sip a little kind of free

Nothing to do, no one but me

That's all I need



I'm perfectly lonely

I'm perfectly lonely

I'm perfectly lonely, yeah

'Cause I don't belong to anyone

nobody belongs to me.



I see my friends around from time to time

When their ladies let them slip away

And when they ask how I'm doing with mine

This is always what I say



Nothing to do, nowehre to be

I sip a little kind of free

Nothing to do, no one to be

Isn't it hard to see



Why I'm perfectly lonely

I'm perfectly lonely

I'm perfectly lonely, yeah

'Cause I don't belong to anyone, nobody belongs to me



And this is not to say there never comes a day

I'll take my chances and start again

And when I look behind on all my younger times

I'll have to fake her arms that led me to a love so strong



I'm perfectly lonely

I'm perfectly lonely

I'm perfectly lonely, yeah

'Cause I don't belong to anyone, nobody belongs

(it's the way, that's the way, it's the way that I want it) - (repeat to end)"
1519,Paul McCartney,Another Day,sad,"Every Day She Takes A Morning Bath S E Wets Her Hair, 
Wraps A Towel Around Her 
As She's Heading For The Bedroom Chair, 
It's Just Another Day. 
Slipping Into Stockings, 
Stepping Into Shoes, 

Dipping In The Pocket Of Her Raincoat. 

Ah, It's Just Another Day. 



At The Office Where The Papers Grow She Takes A Break, 

Drinks Another Coffee 

And She Finds It Hard To Stay Awake, 



It's Just Another Day. Du Du Du Du Du 

It's Just Another Day. Du Du Du Du Du 

Lt's Just Another Day. 



Ay 

So Sad, So Sad, 

Sometimes She Feels So Sad. 

Alone In Her Apartment She'd Dwell, 

Till The Man Of Her Dreams Comes To Break The Spell. 



Ah, Stay, Don't Stand Around 

And He Comes And He Stays 

But He Leaves The Next Day, 

So Sad. 

Sometimes She Feels So Sad. 



As She Posts Another Letter To The Sound Of Five, 

People Gather 'Round Her 

And She Finds It Hard To Stay Alive, 



It's Just Another Day. Du Du Du Du Du 

It's Just Another Day. Du Du Du Du Du 

It's Just Another Day. 



Ay 

So Sad, So Sad, 

Sometimes She Feels So Sad. 

Alone In Her Apartment She'd Dwell, 

Till The Man Of Her Dreams Comes To Break The Spell. 



Ah, Stay, Don't Stand Around 

And He Comes And He Stays 

But He Leaves The Next Day, 

So Sad. 

Sometimes She Feels So Sad. 



Every Day She Takes A Morning Bath She Wets Her Hair, 

Wraps A Towel Around Her 

As She's Heading For The Bedroom Chair, 

It's Just Another Day. 



Slipping Into Stockings, 

Stepping Into Shoes, 

Dipping In The Pockets Of Her Raincoat. 



Ah, It's Just Another Day. Du Du Du Du Du 

It's Just Another Day. Du Du Du Du Du 

It's Just Another Day."
1520,Band Of Horses,Is There A Ghost,relaxed,"I could sleep
I could sleep
I could sleep
I could sleep
when I lived alone
Is there a ghost in my house?



I could sleep

I could sleep

I could sleep

I could sleep

when I lived alone

Is there a ghost in my house?

when I lived alone

Is there a ghost in my house?

my house...



I could sleep

I could sleep

I could sleep

I could sleep

when I lived alone

Is there a ghost in my house?

when I lived alone

Is there a ghost in my house?

my house...



I could sleep

I could sleep

I could sleep

I could sleep

when I lived alone

Is there a ghost in my house?

when I lived alone

Is there a ghost in my house?

my house..."
1521,Robbie Robertson,Sweet Fire Of Love,angry,"Didn't we break the silenceDidn't we fear the stormDidn't we move the earthDidn't we shoot for the skyAnd didn't we catch the fireAnd didn't we call upon the spiritsAnd didn't we fall togetherAnd didn't we die for loveDays on the run Nights in hidingHoping that you were The healing inside meBreathe in the sweet fire of loveI'm not afraid anymoreSweet, sweet fireI'm not aloneBreathe in the sweet fire of loveI'm not the same anymoreThe sweet fire of loveDidn't we cross new watersDidn't we mix new bloodDidn't we build brand new bridgesDidn't we hold back the floodBroken idols by the side of the roadThey didn't fall on the side of the lawHere she comes a-shining like a lightHere she comes salvation in the nightDays on the runNights in hidingHoping that you wereThe healing inside meBreathe in the sweet fire of loveI'm not afraid anymoreSweet, sweet fireI'm not aloneBreathe in the sweet fire of loveI'm not the same anymoreThe sweet fire of loveDidn't we shine like silverDidn't we bear the crossDidn't we bring down the hammerDidn't we beat on the drumHere she comes a-shining like a light(Days on the run)Here she comes salvation in the night(Nights in hiding)I'm giving up the ghost(Hoping that you were)I'm giving up the ghost(The healing inside me)Breathe in the sweet fire of loveI'm not afraid anymoreSweet, sweet fireI'm not aloneBreathe in the sweet fire of loveI'm not the same anymoreThe sweet fire of love"
1522,Procol Harum,Conquistador,sad,"(Brooker / Reid)
Conquistador your stallion stands
in need of company
and like some angel's haloed brow
you reek of purity

I see your armour-plated breast

has long since lost its sheen

and in your death mask face

there are no signs which can be seen

And though I hoped for something

to find

I could see no maze to unwind

Conquistador a vulture sits

upon your silver shield

and in your rusty scabbard now

the sand has taken seed

and though your jewel-encrusted blade

has not been plundered still

the sea has washed across your face

and taken of its fill

And though I hoped for something

to find

I could see no maze to unwind

Conquistador there is no time

I must pay my respect

and though I came to jeer at you

I leave now with regret

and as the gloom begins to fall

I see there is no, only all

and though you came with sword held high

you did not conquer, only die

And though I hoped for something

to find

I could see no maze to unwind"
1523,Exodus,Bonded By Blood,sad,"black magic rites on this black evil night
begin with the slice of the blade
metal and blood come together as one
onlookers they gasp in dismay
taste the sweet blood of one another
sharing without any greed

bang you head as if up from the dead

intense metal is all that you need



murder in the front row

crowd begins to bang

and there's blood upon the stage

bang you head against the stage

and metal takes its price

bonded by blood



metal takes hold death starts to unfold

it's loud like the worlds at an end

your in a blood fury the metal won't stop

onlookers they bang at command

cutting your palm and drinking your blood

the power that few others dare

you feed the need to go out and kill

the same need that your blood brother shares



murder in the front row crowd begins to bang

and there's blood upon the stage

bang your head against the stage

and metal takes its price

bonded by blood"
1524,Lionel Richie,Deep River Woman,relaxed,"Deep river woman
Lord I'm coming home to you
Deep river woman
Lord I know she's waiting
Just anticipating all my love

I spent a night

Just another chance to see you

Just you and I

Wanted you to know

That my playing days are over

Cause all I do is think of you

The writing's on the wall



I've been out in the world

Yes, the fast life had me going



Now all that's changed

I finally make up my mind

About the one thing

I've been knowing

You're the only girl

I've ever crying for in this world



You kind of love is forever

It took me a long time to realize

That I've come so far

And end up going nowhere

Oh, girl, I need you by my side"
1525,Iron Maiden,Be Quick Or Be Dead,angry,"[Dickinson / Gers]
Covered in sinners and dripping
with gilt
Making you money from slime
and from filth

Parading your bellies in ivory towers

Investing our lives in your schemes

and your powers



You got to watch them - Be quick

or be dead

Snake eyes in heaven - The thief

in your head

You've got to watch them - Be quick

or be dead

Snake eyes in heaven - The thief

in your head...

Be quick!

Or be dead!

Be quick!

Or be dead



See... what's ruling all our lives

See... who's pulling the strings...

I bet you won't fall on your face...

Your belly will hold you in place



The serpent is crawling inside of

your ear

He says you must vote for what you

want to hear

Don't matter what's wrong as long as you're

alright

So pull yourself stupid and rob

yourself blind"
1526,Deadmau5,Outta My Life,sad,"3 ContributorsOutta My Life (Touch Mix) LyricsAnd you know I can't hold on
'Cause I can't miss you while you go
All these years I've cried and you know I've tried
You never lived out the way that you like

And I know your darkness deep inside
Walk away from the hurt that you left behind
And let the rain wash away the regret
I don't need you to help me forget

If you walk out don't look back
Don't ever be at what we had
And I'm not sorry but I can't forget
You left me bitter by the things you said

And I know your darkness deep inside
Walk away from the hurt that you left behind
And let the rain wash away the regret
I don't need you to help me forget

And you know I can't hold on
'Cause I can't miss you while you go
All these years I've cried and you know I've tried
You never lived out the way that you like

And I know your darkness deep inside
Walk away from the hurt that you left behind
And let the rain wash away the regret
I don't need you to help me forget
See ​deadmau5 LiveGet tickets as low as $71You might also likeIf you walk out don't look back
Don't ever be at what we had
And I'm not sorry but I can't forget
You left me bitter by the things you said

And I know your darkness deep inside
Walk away from the hurt that you left behind
And let the rain wash away the regret
I don't need you to help me forgetEmbed
And you know I can't hold on
'Cause I can't miss you while you go
All these years I've cried and you know I've tried
You never lived out the way that you like

And I know your darkness deep inside
Walk away from the hurt that you left behind
And let the rain wash away the regret
I don't need you to help me forget

If you walk out don't look back
Don't ever be at what we had
And I'm not sorry but I can't forget
You left me bitter by the things you said

And I know your darkness deep inside
Walk away from the hurt that you left behind
And let the rain wash away the regret
I don't need you to help me forget

And you know I can't hold on
'Cause I can't miss you while you go
All these years I've cried and you know I've tried
You never lived out the way that you like

And I know your darkness deep inside
Walk away from the hurt that you left behind
And let the rain wash away the regret
I don't need you to help me forget

If you walk out don't look back
Don't ever be at what we had
And I'm not sorry but I can't forget
You left me bitter by the things you said

And I know your darkness deep inside
Walk away from the hurt that you left behind
And let the rain wash away the regret
I don't need you to help me forget"
1527,Eliza Gilkyson,Looking For A Place,sad,"3 ContributorsLooking for a Place LyricsStrap my derriere to a padded chair
I fly the air in a tin can
From here to there on a wing and a prayer
I don't even know where I am
I'm a wanderin fool burnin fossil fuel
Sending arrows into the dark
But I'm just lookin for a place where I can fall apart

Throw all of my junk into the Alamo trunk
And I pull out into the lane
Cell phone's dead there's mountains ahead
I don't even slow down for the rain
There was a time when the road was mine
And the path was lined with sparks
Now I'm just lookin for a place where I can fall apart

It's in the air the scent of despair
Nobody wants to talk about it
We're all scared we're gonna lose our share of the dream
Can't live without it

My clothes are funky I'm a sugar junkie
I'm a promo monkey in a cage
I lunge for the carrot repeat like a parrot
Til I step out onto the stage
The lights go down and I see your faces
Shinin through the dark
And I'm just lookin for a place where I can fall apart
Oh can I let my guard down tonight?
Is it safe enough to fall apart?You might also likeEmbed
Strap my derriere to a padded chair
I fly the air in a tin can
From here to there on a wing and a prayer
I don't even know where I am
I'm a wanderin fool burnin fossil fuel
Sending arrows into the dark
But I'm just lookin for a place where I can fall apart

Throw all of my junk into the Alamo trunk
And I pull out into the lane
Cell phone's dead there's mountains ahead
I don't even slow down for the rain
There was a time when the road was mine
And the path was lined with sparks
Now I'm just lookin for a place where I can fall apart

It's in the air the scent of despair
Nobody wants to talk about it
We're all scared we're gonna lose our share of the dream
Can't live without it

My clothes are funky I'm a sugar junkie
I'm a promo monkey in a cage
I lunge for the carrot repeat like a parrot
Til I step out onto the stage
The lights go down and I see your faces
Shinin through the dark
And I'm just lookin for a place where I can fall apart
Oh can I let my guard down tonight?
Is it safe enough to fall apart?"
1528,Calexico,Victor Jara's Hands,sad,"Wire fences still coiled with flowers of the night
Songs of the birds like hands call the earth to witness
Sever from fear before taking flight.
Fences that fail and fall to the ground
Bearing the fruit from Jara's Hands
Me siento solo y perdido

Una vela alumbra mi camino

Cruzando tierras que nunca he visto

Cruzando ei rio de mi destino

Solo soy un chico mas

Que sueha en alto y mirando al mar

All alone and lost

My path is lit by flame

Crossing lands never seen

Crossing rivers of my destiny

Only a boy nothing more

Day dreaming wanting more



(Grazie a jule per questo testo)"
1529,Warren Haynes,On A Real Lonely Night,sad,"You've been out of my life sometime now
Seem like a long, long while
Sometimes the thoughts of you
Bring tears to my eyes
While the times that bring a smile

I remember what you told me

We would always be close in our hearts

Must be easy to sleep in another man's arms

We're so damn far apart



On a real lonely night

I can almost hear you laughing

Just making me a fool

I can almost see your face

On a real lonely night



There's a picture of you hanging on my wall

Such a lovely girl

Sometimes I feel like breaking into pieces

Like you did to my world



Oh, and other times I wanna hold her in my arms

Like a ball in chain

I look till I'm through loving you

I can never love again



On a real lonely night

I can almost hear you laughing

Just making me a fool

On a real lonely night

Just no way to pass the time



I walk around and I talk to myself

Pretending that it's you

I can almost see your face



I can't hold you

Like we used to do



On a real lonely night

I can almost hear you laughing

And feel your warm breath on my skin

Just making me a fool

On a real lonely night

Just no way to pass the time



I walk around and I talk to myself

Pretending that it's you, yes, I do

I can almost see your face

I can almost see your face



On a real lonely night

On a real lonely night

On a real lonely night

I can almost hear you laughing"
1530,Otis Redding,Let Me Come On Home,relaxed,"Oh, baby?I want to come home to you
Baby?I got to get home to you
Days and nights feeling so blue
Lord, I just don't know what I'm gonna do
Oh, baby?I wanna come home
Oh, baby?you're one thousand miles away

Baby?you're just one thousand miles away

Take these chains from 'round my heart

Never leave you?you no more you never depart

Baby?let me come on home to you

Oh, I love you, baby?let me come on home

Please...let me come on home to you, girl

Crying my eyes out over you

I don't know nothing in the world that I'm gonna do

But I'm gonna...

Come on, girl, say it?I got to get home

Yeah, baby girl?I love you, honey

Please let me come home"
1531,Sade,Love Is Found,happy,"I know my eyes already like you
Baby you, I know that love, love is found
Love is found.
I cut the radio on, I know there won't be long
I can hear you baby, I can feel your sound

I put thing closer now, now like I feel the sound



I know my eyes already like you

Baby you, I know that love, love is found

Love is found



Oh, my heart go ba-boom-boom-boom, ba-boom-boom-boom

My heart go ba-boom-boom-boom ba-boom-boom-boom



I know my eyes already like you

Baby you, I know that love, love is found

Love is found.



Oh, my heart go ba-boom-boom-boom, ba-boom-boom-boom

My heart go ba-boom-boom-boom ba-boom-boom-boom



I know my eyes already like you

Baby you, I know that love, love is found

Love is found."
1532,Z-Trip,Walking Dead ,angry,"(feat. Chester Bennington)
Suppose you were to die tonight
What would you say
(Do you belive in life after death)



In the chill of the night

I can feel my heart racing

As I run towards the light

That seems so far away

Wondering forever

In the darkest of shadows

Wondering if I will ever see you again



Wondering if I will ever see you again



I'll take your love

(I'll take your love)

I'll take your hate

(take your hate)

I'll take you're desire



I'll take the world

When it turns on you

(when it turns on you)

I'll set it on fire



W-the-w-th-th-the walking dead

The walking dead (walking dead)



Digging in the dirt

I can feel you getting closer

Steadying my hands through the blistering pain

Anxiously awaiting for the earth to reveal you

Wondering if I will ever see you again (see you again)



Wondering if I will ever see you again



I'll take your love

(I'll take your love)

I'll take your hate

(take your hate)

I'll take you're desire



I'll take your heart

I'll take your pain

(I'll take your pain)

I'll bring you to life



I'll bring you to life



W-the-w-th-th-the walking dead

The walking dead (walking dead)



I'll bring you to life



I'll take your love

(I'll take your love)

I'll take your hate

(take your hate)

I'll take you're desire



I'll take the world

When it turns on you

(it turns on you)



W-the-w-th-th-the walking dead



I'll take your love

(I'll take your love)

I'll take your hate

(take your hate)

I'll take you're desire



I'll take your heart

I'll take your pain

(I'll take your pain)



I'll bring you to life"
1533,Cristian,Amor,sad,"ERROR
AttributeError(""'NoneType' object has no attribute 'lyrics'"")"
1534,Aterciopelados,Rompecabezas,sad,"Y es que fueron, fueron tus abrazos 
que como sablazos me hicieron pedazos. 
Afiladas fueron tus miradas, 
quedé destrozada y en llanto inundada. 
Roja y loca la flama de tu boca, 

Me quemó y apagarme me toca. 



Empiezo una nueva vida, 

un rompecabezas que tendré que armar. 

Bien lejos, lejos de su influjo, 

de esa cruel fragancia que invadió mi ser. 



De la maleza surgieron tus promesas, 

germinando tristeza en mi cabeza. 

Tu bajeza me tomó por sorpresa 

para lastimar tienes mucha destreza. 



Qué delicia fueron tus caricias, 

mala noticia, eran pura malicia. 



Empiezo una nueva vida, 

un rompecabezas que tendré que armar. 

Bien lejos, lejos de su influjo, 

de esa extravagancia que torció mi fe. 



Ya no quiero ir hacia usted corriendo, 

ya no quiero más gritar su nombre. 



Bien lejos, lejos de su influjo, 

de la casi muerte que fue su querer. 



Empiezo... 

Empiezo..."
1535,Eric Clapton,Let It Grow,relaxed,"Standing at the crossroads, trying to read the signs
To tell me which way I should go to find the answer,
And all the time I know,
Plant your love and let it grow.
[Chorus:]

Let it grow, let it grow,

Let it blossom, let it flow.

In the sun, the rain, the snow,

Love is lovely, let it grow.



Looking for a reason to check out of my mind,

Trying hard to get a friend that I can count on,

But there's nothing left to show,

Plant your love and let it grow.



[Chorus]



Time is getting shorter and there's much for you to do.

Only ask and you will get what you are needing,

The rest is up to you.

Plant your love and let it grow.



[Chorus 2x]"
